image name [15278], angle_normal : tensor([[2.0114]], device='cuda:0'), angle_fog : tensor([[2.8662]], device='cuda:0'), diff: 0.8548
image name [26531], angle_normal : tensor([[2.1532]], device='cuda:0'), angle_fog : tensor([[3.0499]], device='cuda:0'), diff: 0.8967
image name [24296], angle_normal : tensor([[2.3570]], device='cuda:0'), angle_fog : tensor([[2.9182]], device='cuda:0'), diff: 0.5613
image name [31045], angle_normal : tensor([[0.1307]], device='cuda:0'), angle_fog : tensor([[-0.4883]], device='cuda:0'), diff: 0.6190
image name [17773], angle_normal : tensor([[0.7898]], device='cuda:0'), angle_fog : tensor([[0.0877]], device='cuda:0'), diff: 0.7021
image name [15829], angle_normal : tensor([[1.4991]], device='cuda:0'), angle_fog : tensor([[2.7583]], device='cuda:0'), diff: 1.2592
image name [31401], angle_normal : tensor([[0.5943]], device='cuda:0'), angle_fog : tensor([[-0.0824]], device='cuda:0'), diff: 0.6767
image name [24252], angle_normal : tensor([[2.3785]], device='cuda:0'), angle_fog : tensor([[2.9916]], device='cuda:0'), diff: 0.6130
image name [37407], angle_normal : tensor([[-0.7256]], device='cuda:0'), angle_fog : tensor([[2.9060]], device='cuda:0'), diff: 3.6316
image name [3083], angle_normal : tensor([[1.8598]], device='cuda:0'), angle_fog : tensor([[2.9980]], device='cuda:0'), diff: 1.1382
image name [13160], angle_normal : tensor([[0.2740]], device='cuda:0'), angle_fog : tensor([[1.1439]], device='cuda:0'), diff: 0.8699
image name [4231], angle_normal : tensor([[-0.5963]], device='cuda:0'), angle_fog : tensor([[-0.0596]], device='cuda:0'), diff: 0.5367
image name [13733], angle_normal : tensor([[0.5138]], device='cuda:0'), angle_fog : tensor([[2.1485]], device='cuda:0'), diff: 1.6346
image name [24339], angle_normal : tensor([[2.4003]], device='cuda:0'), angle_fog : tensor([[1.8665]], device='cuda:0'), diff: 0.5339
image name [28584], angle_normal : tensor([[0.7373]], device='cuda:0'), angle_fog : tensor([[0.0273]], device='cuda:0'), diff: 0.7100
image name [30343], angle_normal : tensor([[-0.7848]], device='cuda:0'), angle_fog : tensor([[2.0937]], device='cuda:0'), diff: 2.8785
image name [15148], angle_normal : tensor([[2.0477]], device='cuda:0'), angle_fog : tensor([[2.8975]], device='cuda:0'), diff: 0.8498
image name [39524], angle_normal : tensor([[-0.0051]], device='cuda:0'), angle_fog : tensor([[3.0016]], device='cuda:0'), diff: 3.0067
image name [21109], angle_normal : tensor([[0.6028]], device='cuda:0'), angle_fog : tensor([[2.7534]], device='cuda:0'), diff: 2.1506
image name [33810], angle_normal : tensor([[0.4133]], device='cuda:0'), angle_fog : tensor([[2.9568]], device='cuda:0'), diff: 2.5435
image name [40333], angle_normal : tensor([[-0.1215]], device='cuda:0'), angle_fog : tensor([[2.7369]], device='cuda:0'), diff: 2.8584
image name [41813], angle_normal : tensor([[-1.3479]], device='cuda:0'), angle_fog : tensor([[2.4273]], device='cuda:0'), diff: 3.7752
image name [35593], angle_normal : tensor([[-0.3085]], device='cuda:0'), angle_fog : tensor([[2.9695]], device='cuda:0'), diff: 3.2780
image name [21033], angle_normal : tensor([[-0.0776]], device='cuda:0'), angle_fog : tensor([[3.0249]], device='cuda:0'), diff: 3.1025
image name [25354], angle_normal : tensor([[1.0006]], device='cuda:0'), angle_fog : tensor([[2.5127]], device='cuda:0'), diff: 1.5121
image name [21671], angle_normal : tensor([[2.3939]], device='cuda:0'), angle_fog : tensor([[0.0904]], device='cuda:0'), diff: 2.3036
image name [26359], angle_normal : tensor([[1.1516]], device='cuda:0'), angle_fog : tensor([[0.5241]], device='cuda:0'), diff: 0.6275
image name [42234], angle_normal : tensor([[2.4859]], device='cuda:0'), angle_fog : tensor([[3.0557]], device='cuda:0'), diff: 0.5698
image name [20331], angle_normal : tensor([[0.6790]], device='cuda:0'), angle_fog : tensor([[2.0086]], device='cuda:0'), diff: 1.3296
image name [5252], angle_normal : tensor([[0.3000]], device='cuda:0'), angle_fog : tensor([[2.6147]], device='cuda:0'), diff: 2.3148
image name [33238], angle_normal : tensor([[1.2858]], device='cuda:0'), angle_fog : tensor([[2.6676]], device='cuda:0'), diff: 1.3818
image name [34729], angle_normal : tensor([[-0.1497]], device='cuda:0'), angle_fog : tensor([[2.9582]], device='cuda:0'), diff: 3.1079
image name [29556], angle_normal : tensor([[-1.4389]], device='cuda:0'), angle_fog : tensor([[2.7487]], device='cuda:0'), diff: 4.1876
image name [18994], angle_normal : tensor([[0.9389]], device='cuda:0'), angle_fog : tensor([[2.6928]], device='cuda:0'), diff: 1.7539
image name [9908], angle_normal : tensor([[1.2106]], device='cuda:0'), angle_fog : tensor([[2.0341]], device='cuda:0'), diff: 0.8235
image name [14413], angle_normal : tensor([[0.5756]], device='cuda:0'), angle_fog : tensor([[-0.0609]], device='cuda:0'), diff: 0.6364
image name [4554], angle_normal : tensor([[1.7070]], device='cuda:0'), angle_fog : tensor([[-0.1462]], device='cuda:0'), diff: 1.8532
image name [22351], angle_normal : tensor([[0.7996]], device='cuda:0'), angle_fog : tensor([[1.5649]], device='cuda:0'), diff: 0.7653
image name [1140], angle_normal : tensor([[1.8826]], device='cuda:0'), angle_fog : tensor([[-0.7067]], device='cuda:0'), diff: 2.5892
image name [44849], angle_normal : tensor([[0.9012]], device='cuda:0'), angle_fog : tensor([[0.0898]], device='cuda:0'), diff: 0.8114
image name [23572], angle_normal : tensor([[0.2194]], device='cuda:0'), angle_fog : tensor([[1.0335]], device='cuda:0'), diff: 0.8141
image name [33465], angle_normal : tensor([[-0.1970]], device='cuda:0'), angle_fog : tensor([[2.8918]], device='cuda:0'), diff: 3.0888
image name [45150], angle_normal : tensor([[1.0371]], device='cuda:0'), angle_fog : tensor([[1.7224]], device='cuda:0'), diff: 0.6853
image name [43769], angle_normal : tensor([[0.0194]], device='cuda:0'), angle_fog : tensor([[-0.6308]], device='cuda:0'), diff: 0.6502
image name [33195], angle_normal : tensor([[2.5885]], device='cuda:0'), angle_fog : tensor([[-0.4956]], device='cuda:0'), diff: 3.0841
image name [3205], angle_normal : tensor([[0.7072]], device='cuda:0'), angle_fog : tensor([[2.9641]], device='cuda:0'), diff: 2.2569
image name [7553], angle_normal : tensor([[0.8789]], device='cuda:0'), angle_fog : tensor([[-0.0557]], device='cuda:0'), diff: 0.9347
image name [32622], angle_normal : tensor([[2.6333]], device='cuda:0'), angle_fog : tensor([[0.0230]], device='cuda:0'), diff: 2.6103
image name [21888], angle_normal : tensor([[1.6124]], device='cuda:0'), angle_fog : tensor([[2.6812]], device='cuda:0'), diff: 1.0687
image name [25538], angle_normal : tensor([[2.5308]], device='cuda:0'), angle_fog : tensor([[0.7672]], device='cuda:0'), diff: 1.7636
image name [24858], angle_normal : tensor([[1.3422]], device='cuda:0'), angle_fog : tensor([[2.7777]], device='cuda:0'), diff: 1.4355
image name [32947], angle_normal : tensor([[0.0996]], device='cuda:0'), angle_fog : tensor([[2.2423]], device='cuda:0'), diff: 2.1427
image name [36987], angle_normal : tensor([[0.8830]], device='cuda:0'), angle_fog : tensor([[0.0655]], device='cuda:0'), diff: 0.8175
image name [13896], angle_normal : tensor([[0.5357]], device='cuda:0'), angle_fog : tensor([[-0.4286]], device='cuda:0'), diff: 0.9643
image name [21293], angle_normal : tensor([[1.4335]], device='cuda:0'), angle_fog : tensor([[2.5957]], device='cuda:0'), diff: 1.1622
image name [19414], angle_normal : tensor([[1.1737]], device='cuda:0'), angle_fog : tensor([[0.2774]], device='cuda:0'), diff: 0.8963
image name [30938], angle_normal : tensor([[-0.2943]], device='cuda:0'), angle_fog : tensor([[0.6865]], device='cuda:0'), diff: 0.9808
image name [31175], angle_normal : tensor([[-0.9817]], device='cuda:0'), angle_fog : tensor([[0.7307]], device='cuda:0'), diff: 1.7124
image name [42180], angle_normal : tensor([[1.4388]], device='cuda:0'), angle_fog : tensor([[2.9426]], device='cuda:0'), diff: 1.5037
image name [33184], angle_normal : tensor([[-0.0217]], device='cuda:0'), angle_fog : tensor([[-0.7557]], device='cuda:0'), diff: 0.7340
image name [2705], angle_normal : tensor([[0.3993]], device='cuda:0'), angle_fog : tensor([[1.7370]], device='cuda:0'), diff: 1.3378
image name [33908], angle_normal : tensor([[0.5851]], device='cuda:0'), angle_fog : tensor([[2.4351]], device='cuda:0'), diff: 1.8500
image name [5739], angle_normal : tensor([[-0.6095]], device='cuda:0'), angle_fog : tensor([[2.7194]], device='cuda:0'), diff: 3.3289
image name [4459], angle_normal : tensor([[-0.6444]], device='cuda:0'), angle_fog : tensor([[2.9032]], device='cuda:0'), diff: 3.5475
image name [30916], angle_normal : tensor([[-0.8355]], device='cuda:0'), angle_fog : tensor([[0.8893]], device='cuda:0'), diff: 1.7248
image name [31672], angle_normal : tensor([[2.6331]], device='cuda:0'), angle_fog : tensor([[0.2006]], device='cuda:0'), diff: 2.4324
image name [13906], angle_normal : tensor([[0.4282]], device='cuda:0'), angle_fog : tensor([[-0.4441]], device='cuda:0'), diff: 0.8723
image name [35236], angle_normal : tensor([[2.4057]], device='cuda:0'), angle_fog : tensor([[2.9131]], device='cuda:0'), diff: 0.5074
image name [3542], angle_normal : tensor([[0.9580]], device='cuda:0'), angle_fog : tensor([[2.9475]], device='cuda:0'), diff: 1.9895
image name [42601], angle_normal : tensor([[1.0534]], device='cuda:0'), angle_fog : tensor([[2.7044]], device='cuda:0'), diff: 1.6509
image name [32969], angle_normal : tensor([[0.0707]], device='cuda:0'), angle_fog : tensor([[2.3387]], device='cuda:0'), diff: 2.2680
image name [5630], angle_normal : tensor([[-0.9293]], device='cuda:0'), angle_fog : tensor([[2.4010]], device='cuda:0'), diff: 3.3303
image name [40874], angle_normal : tensor([[-1.0643]], device='cuda:0'), angle_fog : tensor([[2.9575]], device='cuda:0'), diff: 4.0218
image name [27752], angle_normal : tensor([[1.7024]], device='cuda:0'), angle_fog : tensor([[-0.1948]], device='cuda:0'), diff: 1.8972
image name [26391], angle_normal : tensor([[2.6894]], device='cuda:0'), angle_fog : tensor([[1.8705]], device='cuda:0'), diff: 0.8189
image name [23507], angle_normal : tensor([[0.1462]], device='cuda:0'), angle_fog : tensor([[1.8217]], device='cuda:0'), diff: 1.6755
image name [14727], angle_normal : tensor([[2.1935]], device='cuda:0'), angle_fog : tensor([[2.9869]], device='cuda:0'), diff: 0.7933
image name [32914], angle_normal : tensor([[-0.0361]], device='cuda:0'), angle_fog : tensor([[1.4224]], device='cuda:0'), diff: 1.4586
image name [45323], angle_normal : tensor([[2.0575]], device='cuda:0'), angle_fog : tensor([[3.0440]], device='cuda:0'), diff: 0.9865
image name [10341], angle_normal : tensor([[0.1569]], device='cuda:0'), angle_fog : tensor([[2.3019]], device='cuda:0'), diff: 2.1450
image name [27774], angle_normal : tensor([[1.8319]], device='cuda:0'), angle_fog : tensor([[-0.0202]], device='cuda:0'), diff: 1.8522
image name [39795], angle_normal : tensor([[2.7857]], device='cuda:0'), angle_fog : tensor([[0.0139]], device='cuda:0'), diff: 2.7718
image name [4460], angle_normal : tensor([[-0.5459]], device='cuda:0'), angle_fog : tensor([[2.9526]], device='cuda:0'), diff: 3.4985
image name [40117], angle_normal : tensor([[-0.0785]], device='cuda:0'), angle_fog : tensor([[-1.1857]], device='cuda:0'), diff: 1.1072
image name [19577], angle_normal : tensor([[1.9727]], device='cuda:0'), angle_fog : tensor([[0.0143]], device='cuda:0'), diff: 1.9584
image name [34534], angle_normal : tensor([[2.6794]], device='cuda:0'), angle_fog : tensor([[1.4265]], device='cuda:0'), diff: 1.2529
image name [38941], angle_normal : tensor([[0.2283]], device='cuda:0'), angle_fog : tensor([[2.7866]], device='cuda:0'), diff: 2.5583
image name [41273], angle_normal : tensor([[1.8779]], device='cuda:0'), angle_fog : tensor([[2.7851]], device='cuda:0'), diff: 0.9073
image name [31520], angle_normal : tensor([[0.0446]], device='cuda:0'), angle_fog : tensor([[2.8516]], device='cuda:0'), diff: 2.8070
image name [26229], angle_normal : tensor([[1.4996]], device='cuda:0'), angle_fog : tensor([[2.9998]], device='cuda:0'), diff: 1.5002
image name [30451], angle_normal : tensor([[0.3687]], device='cuda:0'), angle_fog : tensor([[2.9804]], device='cuda:0'), diff: 2.6118
image name [33076], angle_normal : tensor([[0.0387]], device='cuda:0'), angle_fog : tensor([[2.8719]], device='cuda:0'), diff: 2.8332
image name [1531], angle_normal : tensor([[-0.0139]], device='cuda:0'), angle_fog : tensor([[2.5031]], device='cuda:0'), diff: 2.5170
image name [40571], angle_normal : tensor([[-0.3090]], device='cuda:0'), angle_fog : tensor([[2.6683]], device='cuda:0'), diff: 2.9773
image name [38271], angle_normal : tensor([[1.4214]], device='cuda:0'), angle_fog : tensor([[0.1601]], device='cuda:0'), diff: 1.2612
image name [23907], angle_normal : tensor([[2.7217]], device='cuda:0'), angle_fog : tensor([[2.1740]], device='cuda:0'), diff: 0.5477
image name [5058], angle_normal : tensor([[1.7398]], device='cuda:0'), angle_fog : tensor([[3.0422]], device='cuda:0'), diff: 1.3023
image name [3407], angle_normal : tensor([[1.0158]], device='cuda:0'), angle_fog : tensor([[3.0046]], device='cuda:0'), diff: 1.9889
image name [40160], angle_normal : tensor([[-0.0015]], device='cuda:0'), angle_fog : tensor([[-0.5462]], device='cuda:0'), diff: 0.5447
image name [18064], angle_normal : tensor([[2.4933]], device='cuda:0'), angle_fog : tensor([[0.0748]], device='cuda:0'), diff: 2.4185
image name [4918], angle_normal : tensor([[2.3378]], device='cuda:0'), angle_fog : tensor([[2.9873]], device='cuda:0'), diff: 0.6495
image name [43163], angle_normal : tensor([[1.8040]], device='cuda:0'), angle_fog : tensor([[0.7195]], device='cuda:0'), diff: 1.0845
image name [25851], angle_normal : tensor([[-0.4040]], device='cuda:0'), angle_fog : tensor([[2.8190]], device='cuda:0'), diff: 3.2230
image name [38855], angle_normal : tensor([[0.0676]], device='cuda:0'), angle_fog : tensor([[2.3809]], device='cuda:0'), diff: 2.3133
image name [18983], angle_normal : tensor([[0.9794]], device='cuda:0'), angle_fog : tensor([[2.5138]], device='cuda:0'), diff: 1.5344
image name [21682], angle_normal : tensor([[0.9513]], device='cuda:0'), angle_fog : tensor([[2.9089]], device='cuda:0'), diff: 1.9575
image name [16282], angle_normal : tensor([[0.3998]], device='cuda:0'), angle_fog : tensor([[2.6170]], device='cuda:0'), diff: 2.2173
image name [980], angle_normal : tensor([[0.6936]], device='cuda:0'), angle_fog : tensor([[2.7067]], device='cuda:0'), diff: 2.0131
image name [3946], angle_normal : tensor([[0.1207]], device='cuda:0'), angle_fog : tensor([[2.5403]], device='cuda:0'), diff: 2.4196
image name [21022], angle_normal : tensor([[1.4717]], device='cuda:0'), angle_fog : tensor([[2.9796]], device='cuda:0'), diff: 1.5079
image name [43099], angle_normal : tensor([[2.7381]], device='cuda:0'), angle_fog : tensor([[1.2743]], device='cuda:0'), diff: 1.4638
image name [1975], angle_normal : tensor([[-0.1482]], device='cuda:0'), angle_fog : tensor([[1.4097]], device='cuda:0'), diff: 1.5579
image name [6343], angle_normal : tensor([[0.5147]], device='cuda:0'), angle_fog : tensor([[-0.0392]], device='cuda:0'), diff: 0.5539
image name [13560], angle_normal : tensor([[0.3758]], device='cuda:0'), angle_fog : tensor([[-0.1790]], device='cuda:0'), diff: 0.5548
image name [29978], angle_normal : tensor([[0.0720]], device='cuda:0'), angle_fog : tensor([[-0.4845]], device='cuda:0'), diff: 0.5565
image name [15234], angle_normal : tensor([[0.7409]], device='cuda:0'), angle_fog : tensor([[1.8108]], device='cuda:0'), diff: 1.0699
image name [36219], angle_normal : tensor([[-0.7905]], device='cuda:0'), angle_fog : tensor([[-0.0321]], device='cuda:0'), diff: 0.7584
image name [33173], angle_normal : tensor([[1.1097]], device='cuda:0'), angle_fog : tensor([[-0.0749]], device='cuda:0'), diff: 1.1846
image name [11357], angle_normal : tensor([[2.4098]], device='cuda:0'), angle_fog : tensor([[2.9795]], device='cuda:0'), diff: 0.5697
image name [15515], angle_normal : tensor([[1.0315]], device='cuda:0'), angle_fog : tensor([[2.3524]], device='cuda:0'), diff: 1.3208
image name [9584], angle_normal : tensor([[0.4152]], device='cuda:0'), angle_fog : tensor([[-0.1152]], device='cuda:0'), diff: 0.5303
image name [21358], angle_normal : tensor([[0.8397]], device='cuda:0'), angle_fog : tensor([[2.9208]], device='cuda:0'), diff: 2.0811
image name [15137], angle_normal : tensor([[2.2314]], device='cuda:0'), angle_fog : tensor([[2.9073]], device='cuda:0'), diff: 0.6759
image name [12664], angle_normal : tensor([[0.5446]], device='cuda:0'), angle_fog : tensor([[-0.0263]], device='cuda:0'), diff: 0.5710
image name [4284], angle_normal : tensor([[-1.3188]], device='cuda:0'), angle_fog : tensor([[-0.8076]], device='cuda:0'), diff: 0.5112
image name [4637], angle_normal : tensor([[0.9580]], device='cuda:0'), angle_fog : tensor([[0.0712]], device='cuda:0'), diff: 0.8867
image name [2677], angle_normal : tensor([[0.1064]], device='cuda:0'), angle_fog : tensor([[0.8259]], device='cuda:0'), diff: 0.7195
image name [38747], angle_normal : tensor([[0.0606]], device='cuda:0'), angle_fog : tensor([[2.6628]], device='cuda:0'), diff: 2.6023
image name [11508], angle_normal : tensor([[1.0696]], device='cuda:0'), angle_fog : tensor([[2.8342]], device='cuda:0'), diff: 1.7646
image name [6798], angle_normal : tensor([[-0.1845]], device='cuda:0'), angle_fog : tensor([[2.6849]], device='cuda:0'), diff: 2.8694
image name [40582], angle_normal : tensor([[-0.8281]], device='cuda:0'), angle_fog : tensor([[1.4864]], device='cuda:0'), diff: 2.3145
image name [24522], angle_normal : tensor([[0.1159]], device='cuda:0'), angle_fog : tensor([[1.2859]], device='cuda:0'), diff: 1.1700
image name [21530], angle_normal : tensor([[2.0665]], device='cuda:0'), angle_fog : tensor([[2.8885]], device='cuda:0'), diff: 0.8221
image name [16800], angle_normal : tensor([[1.0977]], device='cuda:0'), angle_fog : tensor([[0.3515]], device='cuda:0'), diff: 0.7462
image name [28498], angle_normal : tensor([[0.8250]], device='cuda:0'), angle_fog : tensor([[0.2785]], device='cuda:0'), diff: 0.5465
image name [1733], angle_normal : tensor([[0.0594]], device='cuda:0'), angle_fog : tensor([[1.1240]], device='cuda:0'), diff: 1.0646
image name [31359], angle_normal : tensor([[-1.2155]], device='cuda:0'), angle_fog : tensor([[-0.0285]], device='cuda:0'), diff: 1.1870
image name [5458], angle_normal : tensor([[0.4665]], device='cuda:0'), angle_fog : tensor([[-0.1616]], device='cuda:0'), diff: 0.6282
image name [2286], angle_normal : tensor([[0.6687]], device='cuda:0'), angle_fog : tensor([[0.0407]], device='cuda:0'), diff: 0.6280
image name [17838], angle_normal : tensor([[0.9319]], device='cuda:0'), angle_fog : tensor([[0.3869]], device='cuda:0'), diff: 0.5449
image name [33346], angle_normal : tensor([[0.1926]], device='cuda:0'), angle_fog : tensor([[2.8339]], device='cuda:0'), diff: 2.6413
image name [40636], angle_normal : tensor([[-1.4920]], device='cuda:0'), angle_fog : tensor([[2.7644]], device='cuda:0'), diff: 4.2564
image name [38444], angle_normal : tensor([[0.3317]], device='cuda:0'), angle_fog : tensor([[2.6843]], device='cuda:0'), diff: 2.3526
image name [31153], angle_normal : tensor([[-0.5148]], device='cuda:0'), angle_fog : tensor([[2.5679]], device='cuda:0'), diff: 3.0827
image name [42656], angle_normal : tensor([[0.4720]], device='cuda:0'), angle_fog : tensor([[2.9076]], device='cuda:0'), diff: 2.4356
image name [17298], angle_normal : tensor([[0.7936]], device='cuda:0'), angle_fog : tensor([[0.1588]], device='cuda:0'), diff: 0.6347
image name [8590], angle_normal : tensor([[0.0406]], device='cuda:0'), angle_fog : tensor([[1.8700]], device='cuda:0'), diff: 1.8294
image name [18129], angle_normal : tensor([[2.0923]], device='cuda:0'), angle_fog : tensor([[0.1342]], device='cuda:0'), diff: 1.9581
image name [38682], angle_normal : tensor([[0.0646]], device='cuda:0'), angle_fog : tensor([[2.4783]], device='cuda:0'), diff: 2.4137
image name [18086], angle_normal : tensor([[2.6292]], device='cuda:0'), angle_fog : tensor([[0.0523]], device='cuda:0'), diff: 2.5769
image name [31250], angle_normal : tensor([[-0.9710]], device='cuda:0'), angle_fog : tensor([[1.3210]], device='cuda:0'), diff: 2.2920
image name [5328], angle_normal : tensor([[1.9510]], device='cuda:0'), angle_fog : tensor([[-0.1759]], device='cuda:0'), diff: 2.1269
image name [42731], angle_normal : tensor([[0.0827]], device='cuda:0'), angle_fog : tensor([[2.9722]], device='cuda:0'), diff: 2.8895
image name [21985], angle_normal : tensor([[0.6972]], device='cuda:0'), angle_fog : tensor([[2.3615]], device='cuda:0'), diff: 1.6642
image name [38660], angle_normal : tensor([[0.0599]], device='cuda:0'), angle_fog : tensor([[2.7792]], device='cuda:0'), diff: 2.7193
image name [24436], angle_normal : tensor([[2.1880]], device='cuda:0'), angle_fog : tensor([[2.7755]], device='cuda:0'), diff: 0.5874
image name [37461], angle_normal : tensor([[-0.1689]], device='cuda:0'), angle_fog : tensor([[2.2348]], device='cuda:0'), diff: 2.4038
image name [3313], angle_normal : tensor([[1.0650]], device='cuda:0'), angle_fog : tensor([[2.9617]], device='cuda:0'), diff: 1.8967
image name [3609], angle_normal : tensor([[1.0459]], device='cuda:0'), angle_fog : tensor([[2.9697]], device='cuda:0'), diff: 1.9238
image name [8352], angle_normal : tensor([[-0.0299]], device='cuda:0'), angle_fog : tensor([[2.4253]], device='cuda:0'), diff: 2.4551
image name [31845], angle_normal : tensor([[-0.8838]], device='cuda:0'), angle_fog : tensor([[2.9025]], device='cuda:0'), diff: 3.7863
image name [32288], angle_normal : tensor([[1.9232]], device='cuda:0'), angle_fog : tensor([[0.8349]], device='cuda:0'), diff: 1.0883
image name [18886], angle_normal : tensor([[2.0825]], device='cuda:0'), angle_fog : tensor([[3.0176]], device='cuda:0'), diff: 0.9350
image name [19566], angle_normal : tensor([[2.5937]], device='cuda:0'), angle_fog : tensor([[0.0739]], device='cuda:0'), diff: 2.5198
image name [26953], angle_normal : tensor([[-0.0086]], device='cuda:0'), angle_fog : tensor([[2.1618]], device='cuda:0'), diff: 2.1704
image name [33324], angle_normal : tensor([[0.4780]], device='cuda:0'), angle_fog : tensor([[2.9742]], device='cuda:0'), diff: 2.4962
image name [42689], angle_normal : tensor([[0.7178]], device='cuda:0'), angle_fog : tensor([[2.8501]], device='cuda:0'), diff: 2.1323
image name [24955], angle_normal : tensor([[0.2322]], device='cuda:0'), angle_fog : tensor([[0.8232]], device='cuda:0'), diff: 0.5910
image name [5469], angle_normal : tensor([[0.1266]], device='cuda:0'), angle_fog : tensor([[-0.5667]], device='cuda:0'), diff: 0.6933
image name [41284], angle_normal : tensor([[-0.0939]], device='cuda:0'), angle_fog : tensor([[2.1931]], device='cuda:0'), diff: 2.2869
image name [17610], angle_normal : tensor([[1.1129]], device='cuda:0'), angle_fog : tensor([[0.2970]], device='cuda:0'), diff: 0.8159
image name [40885], angle_normal : tensor([[-1.2481]], device='cuda:0'), angle_fog : tensor([[2.9496]], device='cuda:0'), diff: 4.1978
image name [35117], angle_normal : tensor([[-0.2145]], device='cuda:0'), angle_fog : tensor([[1.9421]], device='cuda:0'), diff: 2.1566
image name [24577], angle_normal : tensor([[2.3115]], device='cuda:0'), angle_fog : tensor([[3.0235]], device='cuda:0'), diff: 0.7120
image name [40971], angle_normal : tensor([[-1.2289]], device='cuda:0'), angle_fog : tensor([[2.9965]], device='cuda:0'), diff: 4.2254
image name [30462], angle_normal : tensor([[-0.0450]], device='cuda:0'), angle_fog : tensor([[3.0066]], device='cuda:0'), diff: 3.0517
image name [10677], angle_normal : tensor([[0.6608]], device='cuda:0'), angle_fog : tensor([[0.0186]], device='cuda:0'), diff: 0.6422
image name [17621], angle_normal : tensor([[0.8471]], device='cuda:0'), angle_fog : tensor([[0.2534]], device='cuda:0'), diff: 0.5937
image name [40009], angle_normal : tensor([[1.8474]], device='cuda:0'), angle_fog : tensor([[2.4247]], device='cuda:0'), diff: 0.5773
image name [12978], angle_normal : tensor([[2.5059]], device='cuda:0'), angle_fog : tensor([[-0.1457]], device='cuda:0'), diff: 2.6516
image name [34837], angle_normal : tensor([[1.3714]], device='cuda:0'), angle_fog : tensor([[2.9152]], device='cuda:0'), diff: 1.5438
image name [35896], angle_normal : tensor([[-0.7424]], device='cuda:0'), angle_fog : tensor([[2.9125]], device='cuda:0'), diff: 3.6548
image name [30073], angle_normal : tensor([[0.2673]], device='cuda:0'), angle_fog : tensor([[-0.2656]], device='cuda:0'), diff: 0.5330
image name [1166], angle_normal : tensor([[1.8794]], device='cuda:0'), angle_fog : tensor([[-0.8410]], device='cuda:0'), diff: 2.7203
image name [16963], angle_normal : tensor([[1.2824]], device='cuda:0'), angle_fog : tensor([[0.3884]], device='cuda:0'), diff: 0.8940
image name [5490], angle_normal : tensor([[2.0803]], device='cuda:0'), angle_fog : tensor([[-0.0136]], device='cuda:0'), diff: 2.0938
image name [10093], angle_normal : tensor([[0.1933]], device='cuda:0'), angle_fog : tensor([[2.5797]], device='cuda:0'), diff: 2.3865
image name [19500], angle_normal : tensor([[2.0331]], device='cuda:0'), angle_fog : tensor([[-0.1238]], device='cuda:0'), diff: 2.1569
image name [33065], angle_normal : tensor([[-0.0071]], device='cuda:0'), angle_fog : tensor([[2.9107]], device='cuda:0'), diff: 2.9178
image name [26197], angle_normal : tensor([[0.4199]], device='cuda:0'), angle_fog : tensor([[2.9790]], device='cuda:0'), diff: 2.5591
image name [37807], angle_normal : tensor([[-0.0024]], device='cuda:0'), angle_fog : tensor([[-0.5133]], device='cuda:0'), diff: 0.5109
image name [26478], angle_normal : tensor([[0.4772]], device='cuda:0'), angle_fog : tensor([[2.5031]], device='cuda:0'), diff: 2.0259
image name [40496], angle_normal : tensor([[0.3262]], device='cuda:0'), angle_fog : tensor([[1.8887]], device='cuda:0'), diff: 1.5625
image name [3610], angle_normal : tensor([[1.0549]], device='cuda:0'), angle_fog : tensor([[2.9867]], device='cuda:0'), diff: 1.9318
image name [40777], angle_normal : tensor([[-0.6643]], device='cuda:0'), angle_fog : tensor([[2.9916]], device='cuda:0'), diff: 3.6559
image name [38877], angle_normal : tensor([[0.0852]], device='cuda:0'), angle_fog : tensor([[2.3964]], device='cuda:0'), diff: 2.3112
image name [42850], angle_normal : tensor([[-0.5903]], device='cuda:0'), angle_fog : tensor([[0.0119]], device='cuda:0'), diff: 0.6021
image name [10352], angle_normal : tensor([[0.1035]], device='cuda:0'), angle_fog : tensor([[2.3212]], device='cuda:0'), diff: 2.2176
image name [21336], angle_normal : tensor([[0.9874]], device='cuda:0'), angle_fog : tensor([[2.7806]], device='cuda:0'), diff: 1.7932
image name [36976], angle_normal : tensor([[0.7387]], device='cuda:0'), angle_fog : tensor([[0.0127]], device='cuda:0'), diff: 0.7260
image name [21228], angle_normal : tensor([[2.0703]], device='cuda:0'), angle_fog : tensor([[2.8672]], device='cuda:0'), diff: 0.7969
image name [37245], angle_normal : tensor([[0.2964]], device='cuda:0'), angle_fog : tensor([[-0.2861]], device='cuda:0'), diff: 0.5825
image name [1612], angle_normal : tensor([[0.0041]], device='cuda:0'), angle_fog : tensor([[2.7809]], device='cuda:0'), diff: 2.7768
image name [22405], angle_normal : tensor([[0.8050]], device='cuda:0'), angle_fog : tensor([[0.1338]], device='cuda:0'), diff: 0.6712
image name [41327], angle_normal : tensor([[-0.5933]], device='cuda:0'), angle_fog : tensor([[2.9878]], device='cuda:0'), diff: 3.5811
image name [2381], angle_normal : tensor([[2.1089]], device='cuda:0'), angle_fog : tensor([[2.7639]], device='cuda:0'), diff: 0.6550
image name [40377], angle_normal : tensor([[-0.0583]], device='cuda:0'), angle_fog : tensor([[2.6649]], device='cuda:0'), diff: 2.7233
