image name [1479424215880976321], angle_normal : tensor([[-1.5043]], device='cuda:0'), angle_fog : tensor([[-1.0901]], device='cuda:0'), diff: 0.4143
image name [1479424790200319439], angle_normal : tensor([[-0.6827]], device='cuda:0'), angle_fog : tensor([[-0.5524]], device='cuda:0'), diff: 0.1303
image name [1479424791200436927], angle_normal : tensor([[-0.6502]], device='cuda:0'), angle_fog : tensor([[-0.3655]], device='cuda:0'), diff: 0.2847
image name [1479424792200632518], angle_normal : tensor([[-0.7101]], device='cuda:0'), angle_fog : tensor([[-0.7068]], device='cuda:0'), diff: 0.0033
image name [1479424793200764517], angle_normal : tensor([[0.1084]], device='cuda:0'), angle_fog : tensor([[2.9601]], device='cuda:0'), diff: 2.8517
image name [1479424794200821604], angle_normal : tensor([[2.6902]], device='cuda:0'), angle_fog : tensor([[2.8262]], device='cuda:0'), diff: 0.1360
image name [1479424795201132789], angle_normal : tensor([[2.4937]], device='cuda:0'), angle_fog : tensor([[2.9233]], device='cuda:0'), diff: 0.4296
image name [1479424796201327035], angle_normal : tensor([[-0.5242]], device='cuda:0'), angle_fog : tensor([[0.0280]], device='cuda:0'), diff: 0.5521
image name [1479424797201461779], angle_normal : tensor([[-0.5557]], device='cuda:0'), angle_fog : tensor([[0.1204]], device='cuda:0'), diff: 0.6761
image name [1479424798201687243], angle_normal : tensor([[-0.4852]], device='cuda:0'), angle_fog : tensor([[-0.1390]], device='cuda:0'), diff: 0.3462
image name [1479424799201892432], angle_normal : tensor([[-0.6754]], device='cuda:0'), angle_fog : tensor([[-0.1289]], device='cuda:0'), diff: 0.5465
image name [1479424800202161696], angle_normal : tensor([[-0.5017]], device='cuda:0'), angle_fog : tensor([[0.1191]], device='cuda:0'), diff: 0.6208
image name [1479424801202512736], angle_normal : tensor([[-0.3869]], device='cuda:0'), angle_fog : tensor([[0.1550]], device='cuda:0'), diff: 0.5419
image name [1479424802202408720], angle_normal : tensor([[-0.3970]], device='cuda:0'), angle_fog : tensor([[0.0527]], device='cuda:0'), diff: 0.4497
image name [1479424803202580548], angle_normal : tensor([[-0.6104]], device='cuda:0'), angle_fog : tensor([[-0.0002]], device='cuda:0'), diff: 0.6102
image name [1479424804202704535], angle_normal : tensor([[-0.8239]], device='cuda:0'), angle_fog : tensor([[-0.0277]], device='cuda:0'), diff: 0.7962
image name [1479424805202836280], angle_normal : tensor([[-0.5187]], device='cuda:0'), angle_fog : tensor([[0.1470]], device='cuda:0'), diff: 0.6656
image name [1479424806203024888], angle_normal : tensor([[-0.0723]], device='cuda:0'), angle_fog : tensor([[0.0060]], device='cuda:0'), diff: 0.0784
image name [1479424807203207136], angle_normal : tensor([[-0.2573]], device='cuda:0'), angle_fog : tensor([[-0.3275]], device='cuda:0'), diff: 0.0702
image name [1479424808203359611], angle_normal : tensor([[-0.2267]], device='cuda:0'), angle_fog : tensor([[-0.5311]], device='cuda:0'), diff: 0.3044
image name [1479424809203534529], angle_normal : tensor([[-0.0759]], device='cuda:0'), angle_fog : tensor([[0.1333]], device='cuda:0'), diff: 0.2093
image name [1479424810203788779], angle_normal : tensor([[-0.0958]], device='cuda:0'), angle_fog : tensor([[-0.2720]], device='cuda:0'), diff: 0.1762
image name [1479424811203916573], angle_normal : tensor([[-0.0639]], device='cuda:0'), angle_fog : tensor([[-0.2512]], device='cuda:0'), diff: 0.1873
image name [1479424812204124973], angle_normal : tensor([[-0.0265]], device='cuda:0'), angle_fog : tensor([[-0.4918]], device='cuda:0'), diff: 0.4652
image name [1479424813204259179], angle_normal : tensor([[0.0474]], device='cuda:0'), angle_fog : tensor([[0.2836]], device='cuda:0'), diff: 0.2361
image name [1479424814204417353], angle_normal : tensor([[0.1878]], device='cuda:0'), angle_fog : tensor([[0.8187]], device='cuda:0'), diff: 0.6309
image name [1479424815204674195], angle_normal : tensor([[0.1361]], device='cuda:0'), angle_fog : tensor([[0.5207]], device='cuda:0'), diff: 0.3846
image name [1479424816204762337], angle_normal : tensor([[0.1873]], device='cuda:0'), angle_fog : tensor([[0.3387]], device='cuda:0'), diff: 0.1514
image name [1479424817204915251], angle_normal : tensor([[0.1886]], device='cuda:0'), angle_fog : tensor([[0.3306]], device='cuda:0'), diff: 0.1419
image name [1479424818205188865], angle_normal : tensor([[0.1653]], device='cuda:0'), angle_fog : tensor([[0.5115]], device='cuda:0'), diff: 0.3461
image name [1479424819205287240], angle_normal : tensor([[0.1666]], device='cuda:0'), angle_fog : tensor([[0.2853]], device='cuda:0'), diff: 0.1188
image name [1479424820205502514], angle_normal : tensor([[0.0324]], device='cuda:0'), angle_fog : tensor([[0.3276]], device='cuda:0'), diff: 0.2952
image name [1479424821205713824], angle_normal : tensor([[0.0699]], device='cuda:0'), angle_fog : tensor([[0.3086]], device='cuda:0'), diff: 0.2388
image name [1479424822205971443], angle_normal : tensor([[0.0030]], device='cuda:0'), angle_fog : tensor([[0.0716]], device='cuda:0'), diff: 0.0686
image name [1479424823206067750], angle_normal : tensor([[0.4966]], device='cuda:0'), angle_fog : tensor([[-0.1131]], device='cuda:0'), diff: 0.6097
image name [1479424824206305014], angle_normal : tensor([[0.9693]], device='cuda:0'), angle_fog : tensor([[-0.7301]], device='cuda:0'), diff: 1.6994
image name [1479424825206358594], angle_normal : tensor([[0.8948]], device='cuda:0'), angle_fog : tensor([[0.2688]], device='cuda:0'), diff: 0.6260
image name [1479424826206637170], angle_normal : tensor([[0.2282]], device='cuda:0'), angle_fog : tensor([[0.1595]], device='cuda:0'), diff: 0.0687
image name [1479424827206746536], angle_normal : tensor([[0.0280]], device='cuda:0'), angle_fog : tensor([[0.1194]], device='cuda:0'), diff: 0.0914
image name [1479424828206902940], angle_normal : tensor([[0.0295]], device='cuda:0'), angle_fog : tensor([[-0.1198]], device='cuda:0'), diff: 0.1493
image name [1479424829207105936], angle_normal : tensor([[0.0334]], device='cuda:0'), angle_fog : tensor([[0.2620]], device='cuda:0'), diff: 0.2287
image name [1479424830207225337], angle_normal : tensor([[0.1190]], device='cuda:0'), angle_fog : tensor([[0.5339]], device='cuda:0'), diff: 0.4149
image name [1479424831207453442], angle_normal : tensor([[0.1405]], device='cuda:0'), angle_fog : tensor([[0.1419]], device='cuda:0'), diff: 0.0014
image name [1479424832207627529], angle_normal : tensor([[0.0891]], device='cuda:0'), angle_fog : tensor([[0.5751]], device='cuda:0'), diff: 0.4860
image name [1479424833207773852], angle_normal : tensor([[0.0538]], device='cuda:0'), angle_fog : tensor([[0.4217]], device='cuda:0'), diff: 0.3679
image name [1479424834207973466], angle_normal : tensor([[0.1057]], device='cuda:0'), angle_fog : tensor([[0.1807]], device='cuda:0'), diff: 0.0750
image name [1479424835208142020], angle_normal : tensor([[0.3180]], device='cuda:0'), angle_fog : tensor([[0.4807]], device='cuda:0'), diff: 0.1627
image name [1479424836208399142], angle_normal : tensor([[0.0535]], device='cuda:0'), angle_fog : tensor([[0.8560]], device='cuda:0'), diff: 0.8025
image name [1479424837208491252], angle_normal : tensor([[0.1646]], device='cuda:0'), angle_fog : tensor([[0.2062]], device='cuda:0'), diff: 0.0416
image name [1479424838208603450], angle_normal : tensor([[0.0766]], device='cuda:0'), angle_fog : tensor([[0.3891]], device='cuda:0'), diff: 0.3125
image name [1479424839208799808], angle_normal : tensor([[0.0764]], device='cuda:0'), angle_fog : tensor([[0.1921]], device='cuda:0'), diff: 0.1157
image name [1479424840208968322], angle_normal : tensor([[0.0805]], device='cuda:0'), angle_fog : tensor([[0.2013]], device='cuda:0'), diff: 0.1209
image name [1479424841209180219], angle_normal : tensor([[0.0573]], device='cuda:0'), angle_fog : tensor([[0.1828]], device='cuda:0'), diff: 0.1255
image name [1479424842209355299], angle_normal : tensor([[0.0642]], device='cuda:0'), angle_fog : tensor([[0.2582]], device='cuda:0'), diff: 0.1940
image name [1479424843209492473], angle_normal : tensor([[0.0367]], device='cuda:0'), angle_fog : tensor([[-0.2714]], device='cuda:0'), diff: 0.3081
image name [1479424844209708912], angle_normal : tensor([[0.0720]], device='cuda:0'), angle_fog : tensor([[-0.0608]], device='cuda:0'), diff: 0.1328
image name [1479424845209836593], angle_normal : tensor([[0.0165]], device='cuda:0'), angle_fog : tensor([[-0.4291]], device='cuda:0'), diff: 0.4456
image name [1479424846210042355], angle_normal : tensor([[0.1331]], device='cuda:0'), angle_fog : tensor([[0.1377]], device='cuda:0'), diff: 0.0046
image name [1479424847210230258], angle_normal : tensor([[0.0649]], device='cuda:0'), angle_fog : tensor([[0.2383]], device='cuda:0'), diff: 0.1734
image name [1479424848210411768], angle_normal : tensor([[0.0665]], device='cuda:0'), angle_fog : tensor([[0.0504]], device='cuda:0'), diff: 0.0160
image name [1479424849210620014], angle_normal : tensor([[0.0659]], device='cuda:0'), angle_fog : tensor([[0.2259]], device='cuda:0'), diff: 0.1600
image name [1479424850210786160], angle_normal : tensor([[0.0132]], device='cuda:0'), angle_fog : tensor([[0.1652]], device='cuda:0'), diff: 0.1520
image name [1479424851210934979], angle_normal : tensor([[0.0954]], device='cuda:0'), angle_fog : tensor([[0.2605]], device='cuda:0'), diff: 0.1651
image name [1479424852211144308], angle_normal : tensor([[0.1253]], device='cuda:0'), angle_fog : tensor([[0.2368]], device='cuda:0'), diff: 0.1115
image name [1479424853211358820], angle_normal : tensor([[0.1043]], device='cuda:0'), angle_fog : tensor([[0.1912]], device='cuda:0'), diff: 0.0869
image name [1479424854211631371], angle_normal : tensor([[0.0821]], device='cuda:0'), angle_fog : tensor([[0.1944]], device='cuda:0'), diff: 0.1123
image name [1479424855211704989], angle_normal : tensor([[0.0495]], device='cuda:0'), angle_fog : tensor([[0.3379]], device='cuda:0'), diff: 0.2884
image name [1479424856211822397], angle_normal : tensor([[0.0451]], device='cuda:0'), angle_fog : tensor([[0.2183]], device='cuda:0'), diff: 0.1732
image name [1479424857212024465], angle_normal : tensor([[0.0436]], device='cuda:0'), angle_fog : tensor([[0.0886]], device='cuda:0'), diff: 0.0450
image name [1479424858212173534], angle_normal : tensor([[0.0344]], device='cuda:0'), angle_fog : tensor([[0.2227]], device='cuda:0'), diff: 0.1883
image name [1479424859212240371], angle_normal : tensor([[-0.0118]], device='cuda:0'), angle_fog : tensor([[-0.1225]], device='cuda:0'), diff: 0.1107
image name [1479424860212553382], angle_normal : tensor([[0.0011]], device='cuda:0'), angle_fog : tensor([[-0.2271]], device='cuda:0'), diff: 0.2282
image name [1479424861212680747], angle_normal : tensor([[0.0404]], device='cuda:0'), angle_fog : tensor([[-0.3638]], device='cuda:0'), diff: 0.4042
image name [1479424862212809658], angle_normal : tensor([[-0.0199]], device='cuda:0'), angle_fog : tensor([[-0.1107]], device='cuda:0'), diff: 0.0908
image name [1479424863212995490], angle_normal : tensor([[-0.1006]], device='cuda:0'), angle_fog : tensor([[-0.1161]], device='cuda:0'), diff: 0.0155
image name [1479424864213296032], angle_normal : tensor([[-0.2575]], device='cuda:0'), angle_fog : tensor([[-0.1765]], device='cuda:0'), diff: 0.0810
image name [1479424865213363046], angle_normal : tensor([[-0.0902]], device='cuda:0'), angle_fog : tensor([[-0.0257]], device='cuda:0'), diff: 0.0644
image name [1479424866213510648], angle_normal : tensor([[-0.0782]], device='cuda:0'), angle_fog : tensor([[-0.0358]], device='cuda:0'), diff: 0.0424
image name [1479424867213722881], angle_normal : tensor([[-0.1164]], device='cuda:0'), angle_fog : tensor([[-0.2630]], device='cuda:0'), diff: 0.1466
image name [1479424868213944467], angle_normal : tensor([[-0.1298]], device='cuda:0'), angle_fog : tensor([[-0.3221]], device='cuda:0'), diff: 0.1923
image name [1479424869214072782], angle_normal : tensor([[-0.1321]], device='cuda:0'), angle_fog : tensor([[-0.1662]], device='cuda:0'), diff: 0.0341
image name [1479424870214256690], angle_normal : tensor([[-0.1845]], device='cuda:0'), angle_fog : tensor([[-0.3579]], device='cuda:0'), diff: 0.1734
image name [1479424871214390181], angle_normal : tensor([[-0.3826]], device='cuda:0'), angle_fog : tensor([[-0.2642]], device='cuda:0'), diff: 0.1184
image name [1479424872214650263], angle_normal : tensor([[-0.1356]], device='cuda:0'), angle_fog : tensor([[-0.0112]], device='cuda:0'), diff: 0.1244
image name [1479424873214804405], angle_normal : tensor([[0.3245]], device='cuda:0'), angle_fog : tensor([[0.3551]], device='cuda:0'), diff: 0.0305
image name [1479424874214871271], angle_normal : tensor([[0.3560]], device='cuda:0'), angle_fog : tensor([[0.3682]], device='cuda:0'), diff: 0.0122
image name [1479424875215052057], angle_normal : tensor([[0.3980]], device='cuda:0'), angle_fog : tensor([[0.2429]], device='cuda:0'), diff: 0.1551
image name [1479424876215312605], angle_normal : tensor([[0.2998]], device='cuda:0'), angle_fog : tensor([[0.1177]], device='cuda:0'), diff: 0.1821
image name [1479424877215490641], angle_normal : tensor([[0.4215]], device='cuda:0'), angle_fog : tensor([[0.2333]], device='cuda:0'), diff: 0.1881
image name [1479424878215574197], angle_normal : tensor([[-0.4171]], device='cuda:0'), angle_fog : tensor([[-0.1885]], device='cuda:0'), diff: 0.2286
image name [1479424879215848144], angle_normal : tensor([[-0.2907]], device='cuda:0'), angle_fog : tensor([[-0.4907]], device='cuda:0'), diff: 0.1999
image name [1479424880215976494], angle_normal : tensor([[-1.6234]], device='cuda:0'), angle_fog : tensor([[-2.3631]], device='cuda:0'), diff: 0.7397
image name [1479424881216290712], angle_normal : tensor([[0.1112]], device='cuda:0'), angle_fog : tensor([[0.1260]], device='cuda:0'), diff: 0.0148
image name [1479424882216427266], angle_normal : tensor([[0.3243]], device='cuda:0'), angle_fog : tensor([[0.0983]], device='cuda:0'), diff: 0.2260
image name [1479424883216543913], angle_normal : tensor([[-0.1826]], device='cuda:0'), angle_fog : tensor([[-0.4805]], device='cuda:0'), diff: 0.2979
image name [1479424884216679734], angle_normal : tensor([[0.1281]], device='cuda:0'), angle_fog : tensor([[-1.8847]], device='cuda:0'), diff: 2.0127
image name [1479424885216868723], angle_normal : tensor([[-0.3633]], device='cuda:0'), angle_fog : tensor([[-1.7577]], device='cuda:0'), diff: 1.3944
image name [1479424886217046726], angle_normal : tensor([[-0.6541]], device='cuda:0'), angle_fog : tensor([[-1.5325]], device='cuda:0'), diff: 0.8784
image name [1479424887217284606], angle_normal : tensor([[-0.5443]], device='cuda:0'), angle_fog : tensor([[-2.0497]], device='cuda:0'), diff: 1.5053
image name [1479424888217565886], angle_normal : tensor([[-0.4154]], device='cuda:0'), angle_fog : tensor([[-2.0792]], device='cuda:0'), diff: 1.6638
image name [1479424889217569525], angle_normal : tensor([[-0.3712]], device='cuda:0'), angle_fog : tensor([[-2.1772]], device='cuda:0'), diff: 1.8060
image name [1479424890217716163], angle_normal : tensor([[-0.3234]], device='cuda:0'), angle_fog : tensor([[-2.1431]], device='cuda:0'), diff: 1.8196
image name [1479424891217862016], angle_normal : tensor([[-0.3470]], device='cuda:0'), angle_fog : tensor([[-1.6926]], device='cuda:0'), diff: 1.3456
image name [1479424892218043806], angle_normal : tensor([[-0.1115]], device='cuda:0'), angle_fog : tensor([[-0.9111]], device='cuda:0'), diff: 0.7996
image name [1479424893218286548], angle_normal : tensor([[-0.3691]], device='cuda:0'), angle_fog : tensor([[-1.3137]], device='cuda:0'), diff: 0.9446
image name [1479424894218492273], angle_normal : tensor([[-0.0702]], device='cuda:0'), angle_fog : tensor([[-0.2407]], device='cuda:0'), diff: 0.1705
image name [1479424895218625206], angle_normal : tensor([[-0.6009]], device='cuda:0'), angle_fog : tensor([[0.1846]], device='cuda:0'), diff: 0.7855
image name [1479424896218821178], angle_normal : tensor([[-0.1417]], device='cuda:0'), angle_fog : tensor([[-0.6024]], device='cuda:0'), diff: 0.4607
image name [1479424897218912796], angle_normal : tensor([[-0.1287]], device='cuda:0'), angle_fog : tensor([[0.3305]], device='cuda:0'), diff: 0.4592
image name [1479424898219100709], angle_normal : tensor([[0.8229]], device='cuda:0'), angle_fog : tensor([[0.8095]], device='cuda:0'), diff: 0.0134
image name [1479424899219259296], angle_normal : tensor([[-0.9950]], device='cuda:0'), angle_fog : tensor([[-1.4061]], device='cuda:0'), diff: 0.4111
image name [1479424900219467027], angle_normal : tensor([[0.2297]], device='cuda:0'), angle_fog : tensor([[0.4442]], device='cuda:0'), diff: 0.2144
image name [1479424901219610977], angle_normal : tensor([[0.1974]], device='cuda:0'), angle_fog : tensor([[0.0322]], device='cuda:0'), diff: 0.1651
image name [1479424902219856576], angle_normal : tensor([[-0.4413]], device='cuda:0'), angle_fog : tensor([[-0.4230]], device='cuda:0'), diff: 0.0184
image name [1479424903220030423], angle_normal : tensor([[-0.3133]], device='cuda:0'), angle_fog : tensor([[-1.6035]], device='cuda:0'), diff: 1.2902
image name [1479424904220257203], angle_normal : tensor([[-0.0516]], device='cuda:0'), angle_fog : tensor([[-0.3890]], device='cuda:0'), diff: 0.3375
image name [1479424905220297728], angle_normal : tensor([[0.1074]], device='cuda:0'), angle_fog : tensor([[-0.1704]], device='cuda:0'), diff: 0.2778
image name [1479424906220469468], angle_normal : tensor([[-0.8955]], device='cuda:0'), angle_fog : tensor([[-1.0900]], device='cuda:0'), diff: 0.1945
image name [1479424907220697967], angle_normal : tensor([[-0.1023]], device='cuda:0'), angle_fog : tensor([[-0.2088]], device='cuda:0'), diff: 0.1065
image name [1479424908220924700], angle_normal : tensor([[-0.4248]], device='cuda:0'), angle_fog : tensor([[-0.8932]], device='cuda:0'), diff: 0.4684
image name [1479424909220996822], angle_normal : tensor([[-0.2873]], device='cuda:0'), angle_fog : tensor([[-0.5611]], device='cuda:0'), diff: 0.2738
image name [1479424910221402089], angle_normal : tensor([[-0.3513]], device='cuda:0'), angle_fog : tensor([[-0.7645]], device='cuda:0'), diff: 0.4132
image name [1479424911221365039], angle_normal : tensor([[-0.2997]], device='cuda:0'), angle_fog : tensor([[-0.6055]], device='cuda:0'), diff: 0.3058
image name [1479424912221520204], angle_normal : tensor([[-0.3417]], device='cuda:0'), angle_fog : tensor([[-0.5832]], device='cuda:0'), diff: 0.2415
image name [1479424913221713034], angle_normal : tensor([[-0.3048]], device='cuda:0'), angle_fog : tensor([[-0.7138]], device='cuda:0'), diff: 0.4090
image name [1479424914221952376], angle_normal : tensor([[-0.3198]], device='cuda:0'), angle_fog : tensor([[-0.4079]], device='cuda:0'), diff: 0.0882
image name [1479424915222100278], angle_normal : tensor([[-0.3595]], device='cuda:0'), angle_fog : tensor([[-0.1038]], device='cuda:0'), diff: 0.2556
image name [1479424916222273832], angle_normal : tensor([[-0.1831]], device='cuda:0'), angle_fog : tensor([[0.0115]], device='cuda:0'), diff: 0.1947
image name [1479424917222462518], angle_normal : tensor([[-0.2675]], device='cuda:0'), angle_fog : tensor([[-0.0252]], device='cuda:0'), diff: 0.2424
image name [1479424918222639788], angle_normal : tensor([[-0.9787]], device='cuda:0'), angle_fog : tensor([[-0.3834]], device='cuda:0'), diff: 0.5954
image name [1479424919222823461], angle_normal : tensor([[0.3895]], device='cuda:0'), angle_fog : tensor([[-0.1215]], device='cuda:0'), diff: 0.5110
image name [1479424920222953716], angle_normal : tensor([[-0.4117]], device='cuda:0'), angle_fog : tensor([[-0.1768]], device='cuda:0'), diff: 0.2350
image name [1479424921223253951], angle_normal : tensor([[-0.3873]], device='cuda:0'), angle_fog : tensor([[-0.4464]], device='cuda:0'), diff: 0.0591
image name [1479424922223204982], angle_normal : tensor([[-0.4248]], device='cuda:0'), angle_fog : tensor([[-0.1759]], device='cuda:0'), diff: 0.2489
image name [1479424923223508249], angle_normal : tensor([[-0.1520]], device='cuda:0'), angle_fog : tensor([[-0.0020]], device='cuda:0'), diff: 0.1500
image name [1479424924223683501], angle_normal : tensor([[-1.3297]], device='cuda:0'), angle_fog : tensor([[-1.6909]], device='cuda:0'), diff: 0.3612
image name [1479424925223887493], angle_normal : tensor([[-0.9469]], device='cuda:0'), angle_fog : tensor([[-0.6545]], device='cuda:0'), diff: 0.2924
image name [1479424926224020497], angle_normal : tensor([[-1.0605]], device='cuda:0'), angle_fog : tensor([[-1.4649]], device='cuda:0'), diff: 0.4044
image name [1479424927224249748], angle_normal : tensor([[-0.9113]], device='cuda:0'), angle_fog : tensor([[-1.1594]], device='cuda:0'), diff: 0.2480
image name [1479424928224463757], angle_normal : tensor([[-0.9907]], device='cuda:0'), angle_fog : tensor([[-1.6189]], device='cuda:0'), diff: 0.6282
image name [1479424929224561004], angle_normal : tensor([[-1.1674]], device='cuda:0'), angle_fog : tensor([[-1.5508]], device='cuda:0'), diff: 0.3834
image name [1479424930224703919], angle_normal : tensor([[-0.9380]], device='cuda:0'), angle_fog : tensor([[-1.9215]], device='cuda:0'), diff: 0.9835
image name [1479424931224900149], angle_normal : tensor([[-0.0565]], device='cuda:0'), angle_fog : tensor([[-0.3785]], device='cuda:0'), diff: 0.3220
image name [1479424932225076817], angle_normal : tensor([[-0.9171]], device='cuda:0'), angle_fog : tensor([[-0.3766]], device='cuda:0'), diff: 0.5405
image name [1479424933225326155], angle_normal : tensor([[-0.6737]], device='cuda:0'), angle_fog : tensor([[0.1145]], device='cuda:0'), diff: 0.7883
image name [1479424934225502371], angle_normal : tensor([[-0.2119]], device='cuda:0'), angle_fog : tensor([[0.1242]], device='cuda:0'), diff: 0.3361
image name [1479424935225623664], angle_normal : tensor([[-0.8632]], device='cuda:0'), angle_fog : tensor([[0.2258]], device='cuda:0'), diff: 1.0891
image name [1479424936225807111], angle_normal : tensor([[-0.4637]], device='cuda:0'), angle_fog : tensor([[0.4367]], device='cuda:0'), diff: 0.9004
image name [1479424937225925136], angle_normal : tensor([[-0.1230]], device='cuda:0'), angle_fog : tensor([[0.1606]], device='cuda:0'), diff: 0.2836
image name [1479424938226181440], angle_normal : tensor([[-0.0805]], device='cuda:0'), angle_fog : tensor([[0.1611]], device='cuda:0'), diff: 0.2416
image name [1479424939226293009], angle_normal : tensor([[0.4593]], device='cuda:0'), angle_fog : tensor([[0.6186]], device='cuda:0'), diff: 0.1593
image name [1479424940226482921], angle_normal : tensor([[-0.5506]], device='cuda:0'), angle_fog : tensor([[-0.6376]], device='cuda:0'), diff: 0.0870
image name [1479424941226658467], angle_normal : tensor([[-0.4936]], device='cuda:0'), angle_fog : tensor([[0.1349]], device='cuda:0'), diff: 0.6285
image name [1479424942226809116], angle_normal : tensor([[-2.2363]], device='cuda:0'), angle_fog : tensor([[-0.6786]], device='cuda:0'), diff: 1.5577
image name [1479424943227107685], angle_normal : tensor([[-0.3060]], device='cuda:0'), angle_fog : tensor([[0.4039]], device='cuda:0'), diff: 0.7099
image name [1479424944227146569], angle_normal : tensor([[0.3398]], device='cuda:0'), angle_fog : tensor([[0.3794]], device='cuda:0'), diff: 0.0396
image name [1479424945227193527], angle_normal : tensor([[0.3563]], device='cuda:0'), angle_fog : tensor([[0.5813]], device='cuda:0'), diff: 0.2250
image name [1479424946227561571], angle_normal : tensor([[-0.1057]], device='cuda:0'), angle_fog : tensor([[-0.3995]], device='cuda:0'), diff: 0.2939
image name [1479424947227711587], angle_normal : tensor([[0.1322]], device='cuda:0'), angle_fog : tensor([[0.1201]], device='cuda:0'), diff: 0.0121
image name [1479424948227927408], angle_normal : tensor([[0.0083]], device='cuda:0'), angle_fog : tensor([[-0.2898]], device='cuda:0'), diff: 0.2981
image name [1479424949228031078], angle_normal : tensor([[0.1167]], device='cuda:0'), angle_fog : tensor([[-0.2509]], device='cuda:0'), diff: 0.3677
image name [1479424950228221766], angle_normal : tensor([[-0.1585]], device='cuda:0'), angle_fog : tensor([[-0.4158]], device='cuda:0'), diff: 0.2573
image name [1479424951228412732], angle_normal : tensor([[-0.2972]], device='cuda:0'), angle_fog : tensor([[-0.4186]], device='cuda:0'), diff: 0.1214
image name [1479424952228623950], angle_normal : tensor([[-0.0831]], device='cuda:0'), angle_fog : tensor([[0.0233]], device='cuda:0'), diff: 0.1065
image name [1479424953228775580], angle_normal : tensor([[-0.2604]], device='cuda:0'), angle_fog : tensor([[-0.1375]], device='cuda:0'), diff: 0.1230
image name [1479424954228880283], angle_normal : tensor([[-0.0734]], device='cuda:0'), angle_fog : tensor([[0.2426]], device='cuda:0'), diff: 0.3160
image name [1479424955229161529], angle_normal : tensor([[-0.1878]], device='cuda:0'), angle_fog : tensor([[0.1852]], device='cuda:0'), diff: 0.3730
image name [1479424956229392061], angle_normal : tensor([[-0.1398]], device='cuda:0'), angle_fog : tensor([[-0.0406]], device='cuda:0'), diff: 0.0992
image name [1479424957229472763], angle_normal : tensor([[0.0393]], device='cuda:0'), angle_fog : tensor([[0.1168]], device='cuda:0'), diff: 0.0775
image name [1479424958229449069], angle_normal : tensor([[-0.1330]], device='cuda:0'), angle_fog : tensor([[0.0177]], device='cuda:0'), diff: 0.1507
image name [1479424959229774675], angle_normal : tensor([[-0.8554]], device='cuda:0'), angle_fog : tensor([[-1.2571]], device='cuda:0'), diff: 0.4017
image name [1479424960230031837], angle_normal : tensor([[-0.8048]], device='cuda:0'), angle_fog : tensor([[-0.9619]], device='cuda:0'), diff: 0.1571
image name [1479424961230160936], angle_normal : tensor([[-0.4695]], device='cuda:0'), angle_fog : tensor([[-0.3069]], device='cuda:0'), diff: 0.1626
image name [1479424962230305198], angle_normal : tensor([[-0.4870]], device='cuda:0'), angle_fog : tensor([[0.1806]], device='cuda:0'), diff: 0.6676
image name [1479424963230500869], angle_normal : tensor([[-0.8314]], device='cuda:0'), angle_fog : tensor([[-0.7730]], device='cuda:0'), diff: 0.0584
image name [1479424964230617014], angle_normal : tensor([[-1.5837]], device='cuda:0'), angle_fog : tensor([[-1.2080]], device='cuda:0'), diff: 0.3758
image name [1479424965230775016], angle_normal : tensor([[-1.0814]], device='cuda:0'), angle_fog : tensor([[-0.8909]], device='cuda:0'), diff: 0.1905
image name [1479424966230959193], angle_normal : tensor([[-1.2655]], device='cuda:0'), angle_fog : tensor([[-1.3741]], device='cuda:0'), diff: 0.1086
image name [1479424967231165390], angle_normal : tensor([[0.2451]], device='cuda:0'), angle_fog : tensor([[-0.0651]], device='cuda:0'), diff: 0.3102
image name [1479424968231339298], angle_normal : tensor([[0.3577]], device='cuda:0'), angle_fog : tensor([[-1.1467]], device='cuda:0'), diff: 1.5044
image name [1479424969231572866], angle_normal : tensor([[-1.8416]], device='cuda:0'), angle_fog : tensor([[-1.2451]], device='cuda:0'), diff: 0.5966
image name [1479424970231713606], angle_normal : tensor([[-0.3076]], device='cuda:0'), angle_fog : tensor([[-0.9349]], device='cuda:0'), diff: 0.6273
image name [1479424971231891999], angle_normal : tensor([[-0.4830]], device='cuda:0'), angle_fog : tensor([[-1.1196]], device='cuda:0'), diff: 0.6367
image name [1479424972232072961], angle_normal : tensor([[-0.1817]], device='cuda:0'), angle_fog : tensor([[-0.5292]], device='cuda:0'), diff: 0.3475
image name [1479424973232218176], angle_normal : tensor([[-0.4436]], device='cuda:0'), angle_fog : tensor([[-0.0637]], device='cuda:0'), diff: 0.3799
image name [1479424974232444979], angle_normal : tensor([[-0.4123]], device='cuda:0'), angle_fog : tensor([[0.2428]], device='cuda:0'), diff: 0.6551
image name [1479424975232574624], angle_normal : tensor([[-0.2317]], device='cuda:0'), angle_fog : tensor([[0.5742]], device='cuda:0'), diff: 0.8059
image name [1479424976232766276], angle_normal : tensor([[0.2838]], device='cuda:0'), angle_fog : tensor([[0.4848]], device='cuda:0'), diff: 0.2010
image name [1479424977232915952], angle_normal : tensor([[1.7982]], device='cuda:0'), angle_fog : tensor([[2.4335]], device='cuda:0'), diff: 0.6353
image name [1479424978233077421], angle_normal : tensor([[2.4873]], device='cuda:0'), angle_fog : tensor([[2.7124]], device='cuda:0'), diff: 0.2251
image name [1479424979233286380], angle_normal : tensor([[-0.1068]], device='cuda:0'), angle_fog : tensor([[0.1743]], device='cuda:0'), diff: 0.2811
