image name [10006_resized], angle_normal : tensor([[-0.1428]], device='cuda:0'), angle_fog : tensor([[-0.7737]], device='cuda:0'), diff: 0.6309
image name [44038_resized], angle_normal : tensor([[0.1560]], device='cuda:0'), angle_fog : tensor([[-0.1851]], device='cuda:0'), diff: 0.3411
image name [44049_resized], angle_normal : tensor([[0.1445]], device='cuda:0'), angle_fog : tensor([[-0.2014]], device='cuda:0'), diff: 0.3459
image name [4406_resized], angle_normal : tensor([[1.3812]], device='cuda:0'), angle_fog : tensor([[0.4579]], device='cuda:0'), diff: 0.9233
image name [44070_resized], angle_normal : tensor([[0.1892]], device='cuda:0'), angle_fog : tensor([[-0.1141]], device='cuda:0'), diff: 0.3033
image name [44081_resized], angle_normal : tensor([[0.2131]], device='cuda:0'), angle_fog : tensor([[-0.1516]], device='cuda:0'), diff: 0.3647
image name [44092_resized], angle_normal : tensor([[0.1945]], device='cuda:0'), angle_fog : tensor([[-0.1377]], device='cuda:0'), diff: 0.3322
image name [44102_resized], angle_normal : tensor([[0.1674]], device='cuda:0'), angle_fog : tensor([[-0.1327]], device='cuda:0'), diff: 0.3001
image name [44113_resized], angle_normal : tensor([[0.1831]], device='cuda:0'), angle_fog : tensor([[-0.1354]], device='cuda:0'), diff: 0.3185
image name [44124_resized], angle_normal : tensor([[0.2041]], device='cuda:0'), angle_fog : tensor([[-0.1215]], device='cuda:0'), diff: 0.3256
image name [44135_resized], angle_normal : tensor([[0.2140]], device='cuda:0'), angle_fog : tensor([[-0.1433]], device='cuda:0'), diff: 0.3573
image name [44146_resized], angle_normal : tensor([[0.1918]], device='cuda:0'), angle_fog : tensor([[-0.1272]], device='cuda:0'), diff: 0.3191
image name [44157_resized], angle_normal : tensor([[0.1904]], device='cuda:0'), angle_fog : tensor([[-0.1375]], device='cuda:0'), diff: 0.3279
image name [44168_resized], angle_normal : tensor([[0.1619]], device='cuda:0'), angle_fog : tensor([[-0.0966]], device='cuda:0'), diff: 0.2585
image name [44179_resized], angle_normal : tensor([[0.1533]], device='cuda:0'), angle_fog : tensor([[-0.0970]], device='cuda:0'), diff: 0.2503
image name [4419_resized], angle_normal : tensor([[2.5827]], device='cuda:0'), angle_fog : tensor([[0.0318]], device='cuda:0'), diff: 2.5510
image name [4420_resized], angle_normal : tensor([[2.5887]], device='cuda:0'), angle_fog : tensor([[-0.0154]], device='cuda:0'), diff: 2.6041
image name [44210_resized], angle_normal : tensor([[0.1285]], device='cuda:0'), angle_fog : tensor([[-0.1305]], device='cuda:0'), diff: 0.2590
image name [44221_resized], angle_normal : tensor([[0.1425]], device='cuda:0'), angle_fog : tensor([[-0.1056]], device='cuda:0'), diff: 0.2482
image name [44232_resized], angle_normal : tensor([[0.1584]], device='cuda:0'), angle_fog : tensor([[-0.0932]], device='cuda:0'), diff: 0.2516
image name [44243_resized], angle_normal : tensor([[0.1558]], device='cuda:0'), angle_fog : tensor([[-0.1250]], device='cuda:0'), diff: 0.2807
image name [44254_resized], angle_normal : tensor([[0.1631]], device='cuda:0'), angle_fog : tensor([[-0.1419]], device='cuda:0'), diff: 0.3050
image name [44265_resized], angle_normal : tensor([[0.1659]], device='cuda:0'), angle_fog : tensor([[-0.1564]], device='cuda:0'), diff: 0.3223
image name [44276_resized], angle_normal : tensor([[0.1651]], device='cuda:0'), angle_fog : tensor([[-0.1479]], device='cuda:0'), diff: 0.3129
image name [44287_resized], angle_normal : tensor([[0.1665]], device='cuda:0'), angle_fog : tensor([[-0.1410]], device='cuda:0'), diff: 0.3074
image name [44298_resized], angle_normal : tensor([[0.1369]], device='cuda:0'), angle_fog : tensor([[-0.1357]], device='cuda:0'), diff: 0.2726
image name [44308_resized], angle_normal : tensor([[0.1439]], device='cuda:0'), angle_fog : tensor([[-0.1584]], device='cuda:0'), diff: 0.3024
image name [44319_resized], angle_normal : tensor([[0.1492]], device='cuda:0'), angle_fog : tensor([[-0.1454]], device='cuda:0'), diff: 0.2946
image name [4433_resized], angle_normal : tensor([[2.7408]], device='cuda:0'), angle_fog : tensor([[-0.0214]], device='cuda:0'), diff: 2.7622
image name [44340_resized], angle_normal : tensor([[0.1448]], device='cuda:0'), angle_fog : tensor([[-0.1210]], device='cuda:0'), diff: 0.2658
image name [44351_resized], angle_normal : tensor([[0.0836]], device='cuda:0'), angle_fog : tensor([[-0.1273]], device='cuda:0'), diff: 0.2109
image name [44362_resized], angle_normal : tensor([[0.1311]], device='cuda:0'), angle_fog : tensor([[-0.1444]], device='cuda:0'), diff: 0.2755
image name [44373_resized], angle_normal : tensor([[0.1612]], device='cuda:0'), angle_fog : tensor([[-0.1317]], device='cuda:0'), diff: 0.2929
image name [44384_resized], angle_normal : tensor([[0.1470]], device='cuda:0'), angle_fog : tensor([[-0.1355]], device='cuda:0'), diff: 0.2825
image name [44395_resized], angle_normal : tensor([[0.1188]], device='cuda:0'), angle_fog : tensor([[-0.1620]], device='cuda:0'), diff: 0.2807
image name [44405_resized], angle_normal : tensor([[0.1494]], device='cuda:0'), angle_fog : tensor([[-0.1609]], device='cuda:0'), diff: 0.3103
image name [44416_resized], angle_normal : tensor([[0.1545]], device='cuda:0'), angle_fog : tensor([[-0.1582]], device='cuda:0'), diff: 0.3127
image name [44438_resized], angle_normal : tensor([[0.1621]], device='cuda:0'), angle_fog : tensor([[-0.1502]], device='cuda:0'), diff: 0.3123
image name [44449_resized], angle_normal : tensor([[0.1859]], device='cuda:0'), angle_fog : tensor([[-0.1556]], device='cuda:0'), diff: 0.3414
image name [4446_resized], angle_normal : tensor([[0.8891]], device='cuda:0'), angle_fog : tensor([[-0.2712]], device='cuda:0'), diff: 1.1603
image name [44470_resized], angle_normal : tensor([[0.0909]], device='cuda:0'), angle_fog : tensor([[-0.1462]], device='cuda:0'), diff: 0.2371
image name [44481_resized], angle_normal : tensor([[0.1382]], device='cuda:0'), angle_fog : tensor([[-0.1482]], device='cuda:0'), diff: 0.2864
image name [44492_resized], angle_normal : tensor([[0.1903]], device='cuda:0'), angle_fog : tensor([[-0.1411]], device='cuda:0'), diff: 0.3314
image name [44513_resized], angle_normal : tensor([[0.1147]], device='cuda:0'), angle_fog : tensor([[-0.1505]], device='cuda:0'), diff: 0.2652
image name [44524_resized], angle_normal : tensor([[0.1613]], device='cuda:0'), angle_fog : tensor([[-0.1457]], device='cuda:0'), diff: 0.3071
image name [44546_resized], angle_normal : tensor([[0.1113]], device='cuda:0'), angle_fog : tensor([[-0.1536]], device='cuda:0'), diff: 0.2649
image name [44557_resized], angle_normal : tensor([[0.1606]], device='cuda:0'), angle_fog : tensor([[-0.1450]], device='cuda:0'), diff: 0.3056
image name [44568_resized], angle_normal : tensor([[0.1514]], device='cuda:0'), angle_fog : tensor([[-0.1369]], device='cuda:0'), diff: 0.2884
image name [44579_resized], angle_normal : tensor([[0.1374]], device='cuda:0'), angle_fog : tensor([[-0.1516]], device='cuda:0'), diff: 0.2890
image name [4459_resized], angle_normal : tensor([[3.0052]], device='cuda:0'), angle_fog : tensor([[-0.4977]], device='cuda:0'), diff: 3.5030
image name [4460_resized], angle_normal : tensor([[2.9913]], device='cuda:0'), angle_fog : tensor([[-0.1982]], device='cuda:0'), diff: 3.1895
image name [44610_resized], angle_normal : tensor([[0.1462]], device='cuda:0'), angle_fog : tensor([[-0.1509]], device='cuda:0'), diff: 0.2972
image name [44621_resized], angle_normal : tensor([[0.1340]], device='cuda:0'), angle_fog : tensor([[-0.1594]], device='cuda:0'), diff: 0.2934
image name [44632_resized], angle_normal : tensor([[0.1546]], device='cuda:0'), angle_fog : tensor([[-0.1537]], device='cuda:0'), diff: 0.3083
image name [44643_resized], angle_normal : tensor([[0.1695]], device='cuda:0'), angle_fog : tensor([[-0.1350]], device='cuda:0'), diff: 0.3044
image name [44654_resized], angle_normal : tensor([[0.0882]], device='cuda:0'), angle_fog : tensor([[-0.1437]], device='cuda:0'), diff: 0.2319
image name [44665_resized], angle_normal : tensor([[0.1156]], device='cuda:0'), angle_fog : tensor([[-0.1471]], device='cuda:0'), diff: 0.2627
image name [44676_resized], angle_normal : tensor([[0.1357]], device='cuda:0'), angle_fog : tensor([[-0.1544]], device='cuda:0'), diff: 0.2901
image name [44687_resized], angle_normal : tensor([[0.1373]], device='cuda:0'), angle_fog : tensor([[-0.1532]], device='cuda:0'), diff: 0.2904
image name [44698_resized], angle_normal : tensor([[0.1375]], device='cuda:0'), angle_fog : tensor([[-0.1536]], device='cuda:0'), diff: 0.2910
image name [44708_resized], angle_normal : tensor([[0.1374]], device='cuda:0'), angle_fog : tensor([[-0.1549]], device='cuda:0'), diff: 0.2922
image name [44719_resized], angle_normal : tensor([[0.1382]], device='cuda:0'), angle_fog : tensor([[-0.1498]], device='cuda:0'), diff: 0.2880
image name [4473_resized], angle_normal : tensor([[2.9201]], device='cuda:0'), angle_fog : tensor([[-0.1363]], device='cuda:0'), diff: 3.0564
image name [44740_resized], angle_normal : tensor([[0.1387]], device='cuda:0'), angle_fog : tensor([[-0.1527]], device='cuda:0'), diff: 0.2914
image name [44751_resized], angle_normal : tensor([[0.1386]], device='cuda:0'), angle_fog : tensor([[-0.1503]], device='cuda:0'), diff: 0.2890
image name [44762_resized], angle_normal : tensor([[0.1432]], device='cuda:0'), angle_fog : tensor([[-0.1426]], device='cuda:0'), diff: 0.2859
image name [44773_resized], angle_normal : tensor([[0.1388]], device='cuda:0'), angle_fog : tensor([[-0.1389]], device='cuda:0'), diff: 0.2777
image name [44784_resized], angle_normal : tensor([[0.1501]], device='cuda:0'), angle_fog : tensor([[-0.1482]], device='cuda:0'), diff: 0.2984
image name [44795_resized], angle_normal : tensor([[0.1626]], device='cuda:0'), angle_fog : tensor([[-0.1662]], device='cuda:0'), diff: 0.3289
image name [44805_resized], angle_normal : tensor([[0.1726]], device='cuda:0'), angle_fog : tensor([[-0.1520]], device='cuda:0'), diff: 0.3246
image name [44816_resized], angle_normal : tensor([[0.1984]], device='cuda:0'), angle_fog : tensor([[-0.1658]], device='cuda:0'), diff: 0.3642
image name [44827_resized], angle_normal : tensor([[0.1853]], device='cuda:0'), angle_fog : tensor([[-0.1697]], device='cuda:0'), diff: 0.3550
image name [44838_resized], angle_normal : tensor([[0.1989]], device='cuda:0'), angle_fog : tensor([[-0.1493]], device='cuda:0'), diff: 0.3482
image name [44849_resized], angle_normal : tensor([[0.1856]], device='cuda:0'), angle_fog : tensor([[-0.1921]], device='cuda:0'), diff: 0.3777
image name [4486_resized], angle_normal : tensor([[2.6456]], device='cuda:0'), angle_fog : tensor([[-0.0713]], device='cuda:0'), diff: 2.7169
image name [44870_resized], angle_normal : tensor([[0.1500]], device='cuda:0'), angle_fog : tensor([[-0.2117]], device='cuda:0'), diff: 0.3618
image name [44881_resized], angle_normal : tensor([[0.1427]], device='cuda:0'), angle_fog : tensor([[-0.1870]], device='cuda:0'), diff: 0.3297
image name [44892_resized], angle_normal : tensor([[0.1678]], device='cuda:0'), angle_fog : tensor([[-0.1594]], device='cuda:0'), diff: 0.3273
image name [44902_resized], angle_normal : tensor([[0.1827]], device='cuda:0'), angle_fog : tensor([[-0.1657]], device='cuda:0'), diff: 0.3484
image name [44913_resized], angle_normal : tensor([[0.2126]], device='cuda:0'), angle_fog : tensor([[-0.1857]], device='cuda:0'), diff: 0.3983
image name [44924_resized], angle_normal : tensor([[0.2003]], device='cuda:0'), angle_fog : tensor([[-0.3815]], device='cuda:0'), diff: 0.5818
image name [44935_resized], angle_normal : tensor([[0.1800]], device='cuda:0'), angle_fog : tensor([[-0.4697]], device='cuda:0'), diff: 0.6496
image name [44946_resized], angle_normal : tensor([[0.1842]], device='cuda:0'), angle_fog : tensor([[-0.3294]], device='cuda:0'), diff: 0.5136
image name [44957_resized], angle_normal : tensor([[0.1366]], device='cuda:0'), angle_fog : tensor([[-0.1847]], device='cuda:0'), diff: 0.3213
image name [44968_resized], angle_normal : tensor([[0.1340]], device='cuda:0'), angle_fog : tensor([[-0.1980]], device='cuda:0'), diff: 0.3320
image name [44979_resized], angle_normal : tensor([[0.2079]], device='cuda:0'), angle_fog : tensor([[-0.1938]], device='cuda:0'), diff: 0.4017
image name [4499_resized], angle_normal : tensor([[1.5836]], device='cuda:0'), angle_fog : tensor([[-0.0942]], device='cuda:0'), diff: 1.6778
image name [4501_resized], angle_normal : tensor([[1.2951]], device='cuda:0'), angle_fog : tensor([[-0.1061]], device='cuda:0'), diff: 1.4012
image name [45020_resized], angle_normal : tensor([[0.1944]], device='cuda:0'), angle_fog : tensor([[-0.2867]], device='cuda:0'), diff: 0.4811
image name [45031_resized], angle_normal : tensor([[0.2091]], device='cuda:0'), angle_fog : tensor([[-0.2828]], device='cuda:0'), diff: 0.4919
image name [45042_resized], angle_normal : tensor([[0.2130]], device='cuda:0'), angle_fog : tensor([[-0.2801]], device='cuda:0'), diff: 0.4931
image name [45053_resized], angle_normal : tensor([[0.1827]], device='cuda:0'), angle_fog : tensor([[-0.3472]], device='cuda:0'), diff: 0.5299
image name [45064_resized], angle_normal : tensor([[0.1506]], device='cuda:0'), angle_fog : tensor([[-0.3138]], device='cuda:0'), diff: 0.4643
image name [45075_resized], angle_normal : tensor([[0.1101]], device='cuda:0'), angle_fog : tensor([[-0.2217]], device='cuda:0'), diff: 0.3318
image name [45086_resized], angle_normal : tensor([[0.0732]], device='cuda:0'), angle_fog : tensor([[-0.2589]], device='cuda:0'), diff: 0.3321
image name [45097_resized], angle_normal : tensor([[0.0830]], device='cuda:0'), angle_fog : tensor([[-0.2666]], device='cuda:0'), diff: 0.3495
image name [450_resized], angle_normal : tensor([[-0.3055]], device='cuda:0'), angle_fog : tensor([[-0.1192]], device='cuda:0'), diff: 0.1863
image name [45107_resized], angle_normal : tensor([[0.0806]], device='cuda:0'), angle_fog : tensor([[-0.3202]], device='cuda:0'), diff: 0.4008
image name [45118_resized], angle_normal : tensor([[0.0830]], device='cuda:0'), angle_fog : tensor([[-0.4212]], device='cuda:0'), diff: 0.5042
image name [45129_resized], angle_normal : tensor([[0.1002]], device='cuda:0'), angle_fog : tensor([[-0.5247]], device='cuda:0'), diff: 0.6249
image name [45150_resized], angle_normal : tensor([[0.1064]], device='cuda:0'), angle_fog : tensor([[-0.5050]], device='cuda:0'), diff: 0.6114
image name [45161_resized], angle_normal : tensor([[0.1645]], device='cuda:0'), angle_fog : tensor([[-0.4686]], device='cuda:0'), diff: 0.6330
image name [45183_resized], angle_normal : tensor([[0.2299]], device='cuda:0'), angle_fog : tensor([[-0.3076]], device='cuda:0'), diff: 0.5374
image name [45194_resized], angle_normal : tensor([[0.2578]], device='cuda:0'), angle_fog : tensor([[-0.1907]], device='cuda:0'), diff: 0.4484
image name [45204_resized], angle_normal : tensor([[0.2228]], device='cuda:0'), angle_fog : tensor([[-0.1937]], device='cuda:0'), diff: 0.4165
image name [45215_resized], angle_normal : tensor([[0.2063]], device='cuda:0'), angle_fog : tensor([[-0.2934]], device='cuda:0'), diff: 0.4997
image name [45226_resized], angle_normal : tensor([[0.2468]], device='cuda:0'), angle_fog : tensor([[-0.2965]], device='cuda:0'), diff: 0.5433
image name [45237_resized], angle_normal : tensor([[0.3114]], device='cuda:0'), angle_fog : tensor([[-0.3498]], device='cuda:0'), diff: 0.6611
image name [45248_resized], angle_normal : tensor([[0.3296]], device='cuda:0'), angle_fog : tensor([[-0.2071]], device='cuda:0'), diff: 0.5367
image name [45259_resized], angle_normal : tensor([[0.2771]], device='cuda:0'), angle_fog : tensor([[-0.2197]], device='cuda:0'), diff: 0.4968
image name [4527_resized], angle_normal : tensor([[0.4988]], device='cuda:0'), angle_fog : tensor([[-0.1737]], device='cuda:0'), diff: 0.6724
image name [45280_resized], angle_normal : tensor([[0.4712]], device='cuda:0'), angle_fog : tensor([[-0.6239]], device='cuda:0'), diff: 1.0951
image name [45291_resized], angle_normal : tensor([[0.4536]], device='cuda:0'), angle_fog : tensor([[-0.5560]], device='cuda:0'), diff: 1.0096
image name [45301_resized], angle_normal : tensor([[0.3241]], device='cuda:0'), angle_fog : tensor([[-0.4479]], device='cuda:0'), diff: 0.7719
image name [45312_resized], angle_normal : tensor([[0.3798]], device='cuda:0'), angle_fog : tensor([[-0.3327]], device='cuda:0'), diff: 0.7125
image name [45323_resized], angle_normal : tensor([[0.3244]], device='cuda:0'), angle_fog : tensor([[-0.2757]], device='cuda:0'), diff: 0.6000
image name [45334_resized], angle_normal : tensor([[0.2055]], device='cuda:0'), angle_fog : tensor([[-0.5434]], device='cuda:0'), diff: 0.7489
image name [45345_resized], angle_normal : tensor([[0.1753]], device='cuda:0'), angle_fog : tensor([[-0.3819]], device='cuda:0'), diff: 0.5571
image name [45356_resized], angle_normal : tensor([[0.0617]], device='cuda:0'), angle_fog : tensor([[-0.4477]], device='cuda:0'), diff: 0.5094
image name [45367_resized], angle_normal : tensor([[0.0786]], device='cuda:0'), angle_fog : tensor([[-0.3910]], device='cuda:0'), diff: 0.4696
image name [45378_resized], angle_normal : tensor([[0.1631]], device='cuda:0'), angle_fog : tensor([[-0.3011]], device='cuda:0'), diff: 0.4641
image name [4541_resized], angle_normal : tensor([[0.3924]], device='cuda:0'), angle_fog : tensor([[-0.2439]], device='cuda:0'), diff: 0.6363
image name [45431_resized], angle_normal : tensor([[0.0834]], device='cuda:0'), angle_fog : tensor([[-0.3541]], device='cuda:0'), diff: 0.4375
image name [45442_resized], angle_normal : tensor([[0.1023]], device='cuda:0'), angle_fog : tensor([[-0.3852]], device='cuda:0'), diff: 0.4875
image name [45453_resized], angle_normal : tensor([[0.1120]], device='cuda:0'), angle_fog : tensor([[-0.4183]], device='cuda:0'), diff: 0.5303
image name [45464_resized], angle_normal : tensor([[0.1168]], device='cuda:0'), angle_fog : tensor([[-0.4281]], device='cuda:0'), diff: 0.5449
image name [45475_resized], angle_normal : tensor([[0.1860]], device='cuda:0'), angle_fog : tensor([[-0.2900]], device='cuda:0'), diff: 0.4760
image name [45486_resized], angle_normal : tensor([[-0.0099]], device='cuda:0'), angle_fog : tensor([[-0.1455]], device='cuda:0'), diff: 0.1356
image name [45497_resized], angle_normal : tensor([[-0.1667]], device='cuda:0'), angle_fog : tensor([[-0.0648]], device='cuda:0'), diff: 0.1018
image name [454_resized], angle_normal : tensor([[-0.5246]], device='cuda:0'), angle_fog : tensor([[-0.0638]], device='cuda:0'), diff: 0.4608
image name [45507_resized], angle_normal : tensor([[-0.0908]], device='cuda:0'), angle_fog : tensor([[-0.0781]], device='cuda:0'), diff: 0.0128
image name [4554_resized], angle_normal : tensor([[0.3100]], device='cuda:0'), angle_fog : tensor([[-0.3640]], device='cuda:0'), diff: 0.6740
image name [45550_resized], angle_normal : tensor([[-0.3732]], device='cuda:0'), angle_fog : tensor([[-0.1682]], device='cuda:0'), diff: 0.2050
image name [45561_resized], angle_normal : tensor([[-0.2992]], device='cuda:0'), angle_fog : tensor([[-0.0886]], device='cuda:0'), diff: 0.2106
image name [4561_resized], angle_normal : tensor([[0.2493]], device='cuda:0'), angle_fog : tensor([[-0.4495]], device='cuda:0'), diff: 0.6988
image name [4572_resized], angle_normal : tensor([[0.2566]], device='cuda:0'), angle_fog : tensor([[-0.2910]], device='cuda:0'), diff: 0.5476
image name [4583_resized], angle_normal : tensor([[0.2633]], device='cuda:0'), angle_fog : tensor([[-0.1903]], device='cuda:0'), diff: 0.4536
image name [4604_resized], angle_normal : tensor([[0.2997]], device='cuda:0'), angle_fog : tensor([[-0.1144]], device='cuda:0'), diff: 0.4141
image name [4615_resized], angle_normal : tensor([[0.2310]], device='cuda:0'), angle_fog : tensor([[-0.1474]], device='cuda:0'), diff: 0.3784
image name [4626_resized], angle_normal : tensor([[0.1660]], device='cuda:0'), angle_fog : tensor([[-0.2035]], device='cuda:0'), diff: 0.3695
image name [4637_resized], angle_normal : tensor([[0.1124]], device='cuda:0'), angle_fog : tensor([[-0.1510]], device='cuda:0'), diff: 0.2634
image name [4648_resized], angle_normal : tensor([[0.1063]], device='cuda:0'), angle_fog : tensor([[-0.1555]], device='cuda:0'), diff: 0.2618
image name [467_resized], angle_normal : tensor([[-1.4316]], device='cuda:0'), angle_fog : tensor([[-0.1271]], device='cuda:0'), diff: 1.3045
image name [4680_resized], angle_normal : tensor([[0.1929]], device='cuda:0'), angle_fog : tensor([[-0.1718]], device='cuda:0'), diff: 0.3647
image name [4691_resized], angle_normal : tensor([[0.2201]], device='cuda:0'), angle_fog : tensor([[-0.1703]], device='cuda:0'), diff: 0.3903
image name [4701_resized], angle_normal : tensor([[0.1675]], device='cuda:0'), angle_fog : tensor([[-0.1502]], device='cuda:0'), diff: 0.3177
image name [4712_resized], angle_normal : tensor([[0.1366]], device='cuda:0'), angle_fog : tensor([[-0.1980]], device='cuda:0'), diff: 0.3346
image name [4723_resized], angle_normal : tensor([[0.1012]], device='cuda:0'), angle_fog : tensor([[-0.1753]], device='cuda:0'), diff: 0.2765
image name [4734_resized], angle_normal : tensor([[0.0738]], device='cuda:0'), angle_fog : tensor([[-0.1378]], device='cuda:0'), diff: 0.2116
image name [4745_resized], angle_normal : tensor([[0.0401]], device='cuda:0'), angle_fog : tensor([[-0.1407]], device='cuda:0'), diff: 0.1808
image name [4756_resized], angle_normal : tensor([[0.0493]], device='cuda:0'), angle_fog : tensor([[-0.1612]], device='cuda:0'), diff: 0.2105
image name [4778_resized], angle_normal : tensor([[0.0568]], device='cuda:0'), angle_fog : tensor([[-0.2185]], device='cuda:0'), diff: 0.2753
image name [4789_resized], angle_normal : tensor([[0.0630]], device='cuda:0'), angle_fog : tensor([[-0.2937]], device='cuda:0'), diff: 0.3567
image name [481_resized], angle_normal : tensor([[-1.7275]], device='cuda:0'), angle_fog : tensor([[-0.0757]], device='cuda:0'), diff: 1.6519
image name [4831_resized], angle_normal : tensor([[0.0329]], device='cuda:0'), angle_fog : tensor([[-0.3418]], device='cuda:0'), diff: 0.3747
image name [4842_resized], angle_normal : tensor([[0.0630]], device='cuda:0'), angle_fog : tensor([[-0.2996]], device='cuda:0'), diff: 0.3627
image name [4853_resized], angle_normal : tensor([[0.0920]], device='cuda:0'), angle_fog : tensor([[-0.2428]], device='cuda:0'), diff: 0.3349
image name [4864_resized], angle_normal : tensor([[0.1644]], device='cuda:0'), angle_fog : tensor([[-0.3793]], device='cuda:0'), diff: 0.5437
image name [4875_resized], angle_normal : tensor([[0.2100]], device='cuda:0'), angle_fog : tensor([[-0.4000]], device='cuda:0'), diff: 0.6100
image name [4886_resized], angle_normal : tensor([[0.3315]], device='cuda:0'), angle_fog : tensor([[-0.2669]], device='cuda:0'), diff: 0.5984
image name [4897_resized], angle_normal : tensor([[0.3572]], device='cuda:0'), angle_fog : tensor([[-0.0829]], device='cuda:0'), diff: 0.4402
image name [4907_resized], angle_normal : tensor([[0.3642]], device='cuda:0'), angle_fog : tensor([[-0.0782]], device='cuda:0'), diff: 0.4424
image name [4918_resized], angle_normal : tensor([[0.3292]], device='cuda:0'), angle_fog : tensor([[-0.1916]], device='cuda:0'), diff: 0.5208
image name [4929_resized], angle_normal : tensor([[0.3364]], device='cuda:0'), angle_fog : tensor([[-0.2582]], device='cuda:0'), diff: 0.5946
image name [494_resized], angle_normal : tensor([[-1.6796]], device='cuda:0'), angle_fog : tensor([[-0.0704]], device='cuda:0'), diff: 1.6092
image name [4950_resized], angle_normal : tensor([[0.3484]], device='cuda:0'), angle_fog : tensor([[-0.2941]], device='cuda:0'), diff: 0.6426
image name [4961_resized], angle_normal : tensor([[0.2949]], device='cuda:0'), angle_fog : tensor([[-0.1931]], device='cuda:0'), diff: 0.4880
image name [4972_resized], angle_normal : tensor([[0.3269]], device='cuda:0'), angle_fog : tensor([[-0.1779]], device='cuda:0'), diff: 0.5048
image name [4983_resized], angle_normal : tensor([[0.3649]], device='cuda:0'), angle_fog : tensor([[-0.2615]], device='cuda:0'), diff: 0.6264
image name [4994_resized], angle_normal : tensor([[0.3683]], device='cuda:0'), angle_fog : tensor([[-0.4363]], device='cuda:0'), diff: 0.8046
image name [5003_resized], angle_normal : tensor([[0.4384]], device='cuda:0'), angle_fog : tensor([[-0.4869]], device='cuda:0'), diff: 0.9254
image name [5014_resized], angle_normal : tensor([[0.4539]], device='cuda:0'), angle_fog : tensor([[-0.4333]], device='cuda:0'), diff: 0.8872
image name [5025_resized], angle_normal : tensor([[0.4398]], device='cuda:0'), angle_fog : tensor([[-0.3906]], device='cuda:0'), diff: 0.8304
image name [5036_resized], angle_normal : tensor([[0.3612]], device='cuda:0'), angle_fog : tensor([[-0.2871]], device='cuda:0'), diff: 0.6483
image name [5047_resized], angle_normal : tensor([[0.2989]], device='cuda:0'), angle_fog : tensor([[-0.3284]], device='cuda:0'), diff: 0.6273
image name [5058_resized], angle_normal : tensor([[0.3666]], device='cuda:0'), angle_fog : tensor([[-0.3828]], device='cuda:0'), diff: 0.7494
image name [5069_resized], angle_normal : tensor([[0.2164]], device='cuda:0'), angle_fog : tensor([[-0.3958]], device='cuda:0'), diff: 0.6121
image name [508_resized], angle_normal : tensor([[-1.4791]], device='cuda:0'), angle_fog : tensor([[-0.2443]], device='cuda:0'), diff: 1.2348
image name [5090_resized], angle_normal : tensor([[0.2035]], device='cuda:0'), angle_fog : tensor([[-0.5068]], device='cuda:0'), diff: 0.7103
image name [5100_resized], angle_normal : tensor([[0.1120]], device='cuda:0'), angle_fog : tensor([[-0.4840]], device='cuda:0'), diff: 0.5959
image name [5111_resized], angle_normal : tensor([[0.0648]], device='cuda:0'), angle_fog : tensor([[-0.3529]], device='cuda:0'), diff: 0.4177
image name [5122_resized], angle_normal : tensor([[0.0467]], device='cuda:0'), angle_fog : tensor([[-0.2874]], device='cuda:0'), diff: 0.3342
image name [5133_resized], angle_normal : tensor([[0.0150]], device='cuda:0'), angle_fog : tensor([[-0.3195]], device='cuda:0'), diff: 0.3345
image name [5144_resized], angle_normal : tensor([[0.0276]], device='cuda:0'), angle_fog : tensor([[-0.3277]], device='cuda:0'), diff: 0.3553
image name [5155_resized], angle_normal : tensor([[0.0235]], device='cuda:0'), angle_fog : tensor([[-0.3632]], device='cuda:0'), diff: 0.3867
image name [5166_resized], angle_normal : tensor([[0.0465]], device='cuda:0'), angle_fog : tensor([[-0.4033]], device='cuda:0'), diff: 0.4498
image name [5177_resized], angle_normal : tensor([[0.0522]], device='cuda:0'), angle_fog : tensor([[-0.4063]], device='cuda:0'), diff: 0.4586
image name [5188_resized], angle_normal : tensor([[0.0402]], device='cuda:0'), angle_fog : tensor([[-0.4728]], device='cuda:0'), diff: 0.5130
image name [5199_resized], angle_normal : tensor([[0.0401]], device='cuda:0'), angle_fog : tensor([[-0.5613]], device='cuda:0'), diff: 0.6014
image name [5209_resized], angle_normal : tensor([[0.0607]], device='cuda:0'), angle_fog : tensor([[-0.4873]], device='cuda:0'), diff: 0.5479
image name [522_resized], angle_normal : tensor([[-1.9500]], device='cuda:0'), angle_fog : tensor([[0.0596]], device='cuda:0'), diff: 2.0096
image name [5230_resized], angle_normal : tensor([[0.0214]], device='cuda:0'), angle_fog : tensor([[-0.3548]], device='cuda:0'), diff: 0.3762
image name [5241_resized], angle_normal : tensor([[-0.2173]], device='cuda:0'), angle_fog : tensor([[-0.1794]], device='cuda:0'), diff: 0.0379
image name [5252_resized], angle_normal : tensor([[-0.2649]], device='cuda:0'), angle_fog : tensor([[-0.1153]], device='cuda:0'), diff: 0.1496
image name [5263_resized], angle_normal : tensor([[-0.3771]], device='cuda:0'), angle_fog : tensor([[-0.0576]], device='cuda:0'), diff: 0.3195
image name [5274_resized], angle_normal : tensor([[-0.3713]], device='cuda:0'), angle_fog : tensor([[-0.1260]], device='cuda:0'), diff: 0.2453
image name [5285_resized], angle_normal : tensor([[-0.4090]], device='cuda:0'), angle_fog : tensor([[-0.1972]], device='cuda:0'), diff: 0.2118
